ID_Inscricao,municipio,Q006_Renda,Score_Renda,Q002_Escolaridade_Mae,Score_Escolaridade,Q025_Tem_Internet,Score_Internet,NU_NOTA_GERAL,ISE,TP_ESCOLA,latitude,longitude
3439431034,Belo Horizonte,C,2,F,3,Sim,1,658,6,Pública,-19.9167,-43.9345
7147102676,Manaus,B,1,B,1,Sim,1,414,3,Pública,-3.119,-60.0217
3636982382,Belo Horizonte,A,0,A,0,Não,0,426,0,Pública,-19.9167,-43.9345
4200521550,São Paulo,A,0,B,1,Não,0,452,1,Pública,-23.5505,-46.6333
2409520144,Manaus,D,3,D,2,Sim,1,716,6,Pública,-3.119,-60.0217
4611675397,Rio de Janeiro,B,1,A,0,Não,0,356,1,Pública,-22.9068,-43.1729
2971922672,Manaus,C,2,D,2,Sim,1,631,5,Pública,-3.119,-60.0217
8232151344,Manaus,B,1,B,1,Sim,1,606,3,Pública,-3.119,-60.0217
9466028689,Manaus,B,1,B,1,Sim,1,345,3,Pública,-3.119,-60.0217
1961997702,Belo Horizonte,D,3,F,3,Sim,1,532,7,Pública,-19.9167,-43.9345
9919801168,Fortaleza,C,2,F,3,Sim,1,593,6,Pública,-3.7319,-38.5267
2881954684,Fortaleza,B,1,A,0,Sim,1,350,2,Pública,-3.7319,-38.5267
8197604665,São Paulo,D,3,D,2,Sim,1,553,6,Pública,-23.5505,-46.6333
9715155151,Manaus,A,0,B,1,Não,0,364,1,Pública,-3.119,-60.0217
9101089031,Manaus,C,2,F,3,Sim,1,586,6,Pública,-3.119,-60.0217
2227070415,Belo Horizonte,Q,5,F,3,Sim,1,847,9,Privada,-19.9167,-43.9345
8836045482,Rio de Janeiro,A,0,A,0,Não,0,415,0,Privada,-22.9068,-43.1729
2852426733,Manaus,D,3,F,3,Sim,1,630,7,Pública,-3.119,-60.0217
4872269513,Rio de Janeiro,Q,5,G,4,Sim,1,700,10,Pública,-22.9068,-43.1729
5322365066,Belo Horizonte,B,1,A,0,Sim,1,540,2,Privada,-19.9167,-43.9345
2718898643,Belo Horizonte,A,0,A,0,Sim,1,546,1,Pública,-19.9167,-43.9345
3592136507,Fortaleza,D,3,D,2,Sim,1,595,6,Pública,-3.7319,-38.5267
8629109528,Rio de Janeiro,A,0,A,0,Não,0,350,0,Pública,-22.9068,-43.1729
9151696077,Belo Horizonte,B,1,B,1,Sim,1,535,3,Pública,-19.9167,-43.9345
6299185762,São Paulo,A,0,B,1,Não,0,548,1,Pública,-23.5505,-46.6333
9276042705,Fortaleza,A,0,B,1,Sim,1,307,2,Pública,-3.7319,-38.5267
4381736811,Manaus,D,3,F,3,Sim,1,715,7,Pública,-3.119,-60.0217
3431874947,Fortaleza,B,1,B,1,Sim,1,463,3,Pública,-3.7319,-38.5267
9807144423,Fortaleza,C,2,D,2,Sim,1,645,5,Pública,-3.7319,-38.5267
1952546366,Belo Horizonte,D,3,D,2,Sim,1,553,6,Pública,-19.9167,-43.9345
6744322396,Manaus,B,1,B,1,Não,0,403,2,Pública,-3.119,-60.0217
9810239980,Belo Horizonte,A,0,B,1,Não,0,489,1,Pública,-19.9167,-43.9345
6190847508,Manaus,B,1,A,0,Sim,1,501,2,Privada,-3.119,-60.0217
6783425854,Manaus,D,3,D,2,Sim,1,517,6,Pública,-3.119,-60.0217
2058794922,Rio de Janeiro,B,1,B,1,Não,0,319,2,Pública,-22.9068,-43.1729
1987815654,Manaus,B,1,B,1,Não,0,484,2,Pública,-3.119,-60.0217
3343257375,Belo Horizonte,C,2,F,3,Sim,1,545,6,Pública,-19.9167,-43.9345
8178053561,Belo Horizonte,A,0,B,1,Sim,1,455,2,Pública,-19.9167,-43.9345
3177902420,Belo Horizonte,Q,5,F,3,Sim,1,692,9,Pública,-19.9167,-43.9345
7131007617,Manaus,C,2,D,2,Sim,1,733,5,Pública,-3.119,-60.0217
4347998723,Manaus,D,3,D,2,Sim,1,698,6,Pública,-3.119,-60.0217
4822148832,Rio de Janeiro,D,3,D,2,Sim,1,497,6,Pública,-22.9068,-43.1729
9012529431,Belo Horizonte,C,2,F,3,Sim,1,607,6,Pública,-19.9167,-43.9345
1580164802,Belo Horizonte,B,1,A,0,Sim,1,554,2,Pública,-19.9167,-43.9345
7766116155,São Paulo,E,4,G,4,Sim,1,635,9,Pública,-23.5505,-46.6333
3839577591,Belo Horizonte,A,0,B,1,Não,0,395,1,Pública,-19.9167,-43.9345
4648344531,Manaus,C,2,F,3,Sim,1,666,6,Privada,-3.119,-60.0217
7846787160,Rio de Janeiro,A,0,B,1,Não,0,443,1,Pública,-22.9068,-43.1729
7126334272,Belo Horizonte,B,1,B,1,Sim,1,502,3,Pública,-19.9167,-43.9345
7003866817,Fortaleza,D,3,F,3,Sim,1,739,7,Pública,-3.7319,-38.5267
8731827361,Manaus,B,1,A,0,Sim,1,616,2,Pública,-3.119,-60.0217
8665527422,Rio de Janeiro,D,3,F,3,Sim,1,658,7,Pública,-22.9068,-43.1729
6565522114,São Paulo,A,0,B,1,Sim,1,483,2,Pública,-23.5505,-46.6333
7194917094,Manaus,A,0,A,0,Sim,1,553,1,Pública,-3.119,-60.0217
2978561845,Manaus,B,1,A,0,Não,0,360,1,Pública,-3.119,-60.0217
1058557684,Belo Horizonte,C,2,D,2,Sim,1,536,5,Pública,-19.9167,-43.9345
5112996602,Fortaleza,B,1,A,0,Sim,1,568,2,Pública,-3.7319,-38.5267
8783589374,Belo Horizonte,C,2,D,2,Sim,1,437,5,Pública,-19.9167,-43.9345
2352564435,Manaus,E,4,F,3,Sim,1,800,8,Pública,-3.119,-60.0217
1376453173,Belo Horizonte,A,0,A,0,Sim,1,562,1,Pública,-19.9167,-43.9345
8183363996,Rio de Janeiro,C,2,D,2,Sim,1,637,5,Pública,-22.9068,-43.1729
2102704915,Belo Horizonte,C,2,F,3,Sim,1,652,6,Pública,-19.9167,-43.9345
3893526924,Fortaleza,C,2,D,2,Sim,1,638,5,Privada,-3.7319,-38.5267
4650547541,Belo Horizonte,D,3,F,3,Sim,1,550,7,Pública,-19.9167,-43.9345
3325185435,Rio de Janeiro,C,2,F,3,Sim,1,552,6,Pública,-22.9068,-43.1729
9876382646,São Paulo,A,0,B,1,Não,0,512,1,Pública,-23.5505,-46.6333
6378638765,Fortaleza,Q,5,F,3,Sim,1,628,9,Pública,-3.7319,-38.5267
9133101486,Belo Horizonte,B,1,B,1,Sim,1,571,3,Pública,-19.9167,-43.9345
7684964717,Manaus,Q,5,G,4,Sim,1,622,10,Pública,-3.119,-60.0217
5188366092,Belo Horizonte,A,0,A,0,Não,0,521,0,Pública,-19.9167,-43.9345
7065695242,São Paulo,Q,5,F,3,Sim,1,810,9,Pública,-23.5505,-46.6333
8798670232,Belo Horizonte,E,4,F,3,Sim,1,715,8,Pública,-19.9167,-43.9345
6818514845,Belo Horizonte,A,0,B,1,Sim,1,420,2,Privada,-19.9167,-43.9345
9590735717,Belo Horizonte,C,2,F,3,Sim,1,736,6,Pública,-19.9167,-43.9345
5099829457,Belo Horizonte,B,1,A,0,Sim,1,370,2,Pública,-19.9167,-43.9345
1477637937,São Paulo,B,1,A,0,Sim,1,325,2,Pública,-23.5505,-46.6333
5546503385,São Paulo,B,1,B,1,Não,0,378,2,Privada,-23.5505,-46.6333
1423459004,Belo Horizonte,D,3,F,3,Sim,1,462,7,Pública,-19.9167,-43.9345
2702149777,Fortaleza,B,1,A,0,Sim,1,533,2,Pública,-3.7319,-38.5267
3249117222,Belo Horizonte,B,1,A,0,Não,0,556,1,Privada,-19.9167,-43.9345
6484970676,Fortaleza,D,3,F,3,Sim,1,635,7,Privada,-3.7319,-38.5267
2692801413,Manaus,B,1,B,1,Sim,1,494,3,Privada,-3.119,-60.0217
5389740698,Manaus,B,1,A,0,Não,0,257,1,Pública,-3.119,-60.0217
2204028576,São Paulo,Q,5,F,3,Sim,1,575,9,Pública,-23.5505,-46.6333
5840841489,Rio de Janeiro,C,2,F,3,Sim,1,679,6,Pública,-22.9068,-43.1729
7195822496,Fortaleza,B,1,B,1,Sim,1,425,3,Privada,-3.7319,-38.5267
3162717793,Fortaleza,Q,5,G,4,Sim,1,767,10,Pública,-3.7319,-38.5267
8663963160,Manaus,B,1,B,1,Sim,1,435,3,Pública,-3.119,-60.0217
1090284985,Fortaleza,Q,5,F,3,Sim,1,727,9,Pública,-3.7319,-38.5267
4280033321,Manaus,E,4,F,3,Sim,1,793,8,Pública,-3.119,-60.0217
1053004410,Fortaleza,C,2,D,2,Sim,1,569,5,Pública,-3.7319,-38.5267
6948970379,Fortaleza,B,1,A,0,Não,0,482,1,Pública,-3.7319,-38.5267
5919140691,Fortaleza,Q,5,F,3,Sim,1,530,9,Pública,-3.7319,-38.5267
3396049211,Belo Horizonte,A,0,A,0,Sim,1,418,1,Pública,-19.9167,-43.9345
2419020553,Rio de Janeiro,B,1,A,0,Sim,1,434,2,Pública,-22.9068,-43.1729
1331517912,Fortaleza,D,3,F,3,Sim,1,661,7,Pública,-3.7319,-38.5267
5075840938,São Paulo,A,0,A,0,Sim,1,519,1,Pública,-23.5505,-46.6333
8182859578,São Paulo,A,0,A,0,Sim,1,370,1,Pública,-23.5505,-46.6333
1095427651,São Paulo,D,3,F,3,Sim,1,751,7,Pública,-23.5505,-46.6333
7401255852,São Paulo,A,0,B,1,Sim,1,433,2,Pública,-23.5505,-46.6333
6720838318,Rio de Janeiro,D,3,F,3,Sim,1,592,7,Pública,-22.9068,-43.1729
3951911961,Belo Horizonte,B,1,A,0,Não,0,463,1,Pública,-19.9167,-43.9345
6071892118,Belo Horizonte,C,2,D,2,Sim,1,614,5,Pública,-19.9167,-43.9345
9881877683,Fortaleza,A,0,B,1,Sim,1,396,2,Pública,-3.7319,-38.5267
7526682454,Fortaleza,D,3,D,2,Sim,1,643,6,Pública,-3.7319,-38.5267
5342549319,Belo Horizonte,Q,5,G,4,Sim,1,839,10,Pública,-19.9167,-43.9345
3550268394,Fortaleza,D,3,F,3,Sim,1,516,7,Privada,-3.7319,-38.5267
1853899878,Rio de Janeiro,C,2,D,2,Sim,1,777,5,Pública,-22.9068,-43.1729
3436925548,Rio de Janeiro,A,0,B,1,Não,0,587,1,Privada,-22.9068,-43.1729
2892101296,São Paulo,D,3,F,3,Sim,1,578,7,Pública,-23.5505,-46.6333
5322731505,Manaus,B,1,A,0,Não,0,411,1,Pública,-3.119,-60.0217
5687135621,São Paulo,C,2,D,2,Sim,1,615,5,Pública,-23.5505,-46.6333
8363352511,Fortaleza,A,0,A,0,Não,0,431,0,Pública,-3.7319,-38.5267
1843077603,São Paulo,B,1,A,0,Não,0,456,1,Pública,-23.5505,-46.6333
4479615378,Fortaleza,D,3,F,3,Sim,1,466,7,Pública,-3.7319,-38.5267
3457249408,Fortaleza,D,3,D,2,Sim,1,534,6,Pública,-3.7319,-38.5267
3384281468,Belo Horizonte,D,3,F,3,Sim,1,571,7,Privada,-19.9167,-43.9345
8613563913,Manaus,D,3,F,3,Sim,1,490,7,Privada,-3.119,-60.0217
4430200456,Belo Horizonte,A,0,A,0,Sim,1,467,1,Privada,-19.9167,-43.9345
9099938926,Rio de Janeiro,Q,5,F,3,Sim,1,768,9,Pública,-22.9068,-43.1729
4778507783,Rio de Janeiro,C,2,D,2,Sim,1,625,5,Pública,-22.9068,-43.1729
1003991818,Fortaleza,B,1,B,1,Sim,1,422,3,Privada,-3.7319,-38.5267
4264198963,Manaus,A,0,B,1,Não,0,430,1,Pública,-3.119,-60.0217
5013835414,Rio de Janeiro,D,3,D,2,Sim,1,486,6,Pública,-22.9068,-43.1729
6706113811,Manaus,C,2,D,2,Sim,1,498,5,Pública,-3.119,-60.0217
7764833638,Belo Horizonte,A,0,B,1,Sim,1,571,2,Pública,-19.9167,-43.9345
9619203515,Fortaleza,B,1,A,0,Sim,1,524,2,Privada,-3.7319,-38.5267
2590135107,Fortaleza,D,3,F,3,Sim,1,559,7,Pública,-3.7319,-38.5267
8050483299,Fortaleza,E,4,F,3,Sim,1,814,8,Pública,-3.7319,-38.5267
5763177191,Fortaleza,D,3,D,2,Sim,1,581,6,Pública,-3.7319,-38.5267
6470493219,São Paulo,A,0,A,0,Sim,1,660,1,Pública,-23.5505,-46.6333
8226456348,São Paulo,Q,5,F,3,Sim,1,698,9,Pública,-23.5505,-46.6333
5568491291,Fortaleza,C,2,F,3,Sim,1,597,6,Privada,-3.7319,-38.5267
8139583159,Fortaleza,A,0,B,1,Sim,1,428,2,Pública,-3.7319,-38.5267
4186770110,Fortaleza,E,4,F,3,Sim,1,785,8,Pública,-3.7319,-38.5267
1230359655,Belo Horizonte,C,2,F,3,Sim,1,605,6,Pública,-19.9167,-43.9345
1812589745,São Paulo,Q,5,F,3,Sim,1,726,9,Privada,-23.5505,-46.6333
2979543266,Belo Horizonte,C,2,D,2,Sim,1,548,5,Pública,-19.9167,-43.9345
7046360625,Manaus,E,4,F,3,Sim,1,538,8,Privada,-3.119,-60.0217
1568172385,Rio de Janeiro,B,1,A,0,Sim,1,418,2,Pública,-22.9068,-43.1729
6392928846,Belo Horizonte,C,2,F,3,Sim,1,718,6,Pública,-19.9167,-43.9345
7187608565,Belo Horizonte,C,2,F,3,Sim,1,569,6,Pública,-19.9167,-43.9345
5610063568,Manaus,D,3,F,3,Sim,1,606,7,Pública,-3.119,-60.0217
3009960787,Manaus,D,3,F,3,Sim,1,721,7,Pública,-3.119,-60.0217
7854983045,Fortaleza,Q,5,G,4,Sim,1,699,10,Pública,-3.7319,-38.5267
3451401892,São Paulo,E,4,F,3,Sim,1,700,8,Pública,-23.5505,-46.6333
8483088149,São Paulo,A,0,B,1,Sim,1,352,2,Privada,-23.5505,-46.6333
8399303494,Rio de Janeiro,B,1,A,0,Não,0,450,1,Pública,-22.9068,-43.1729
4218558390,Belo Horizonte,D,3,D,2,Sim,1,669,6,Pública,-19.9167,-43.9345
5526167638,Belo Horizonte,Q,5,G,4,Sim,1,662,10,Privada,-19.9167,-43.9345
3948554922,São Paulo,B,1,B,1,Não,0,534,2,Pública,-23.5505,-46.6333
9726181661,Manaus,C,2,F,3,Sim,1,593,6,Pública,-3.119,-60.0217
6362717141,Fortaleza,Q,5,G,4,Sim,1,850,10,Privada,-3.7319,-38.5267
3296351193,Rio de Janeiro,D,3,D,2,Sim,1,496,6,Pública,-22.9068,-43.1729
6330764016,Fortaleza,B,1,B,1,Não,0,418,2,Pública,-3.7319,-38.5267
9853753528,São Paulo,A,0,A,0,Não,0,407,0,Pública,-23.5505,-46.6333
4167151602,Manaus,Q,5,G,4,Sim,1,596,10,Pública,-3.119,-60.0217
5553640047,São Paulo,C,2,D,2,Sim,1,700,5,Pública,-23.5505,-46.6333
1183565184,Fortaleza,C,2,D,2,Sim,1,514,5,Pública,-3.7319,-38.5267
5103618738,Belo Horizonte,Q,5,F,3,Sim,1,866,9,Privada,-19.9167,-43.9345
7493047631,Belo Horizonte,D,3,F,3,Sim,1,596,7,Pública,-19.9167,-43.9345
9651701520,Belo Horizonte,D,3,F,3,Sim,1,558,7,Pública,-19.9167,-43.9345
6129365937,Rio de Janeiro,B,1,B,1,Sim,1,388,3,Pública,-22.9068,-43.1729
8470963487,Manaus,D,3,F,3,Sim,1,749,7,Pública,-3.119,-60.0217
7071007276,Manaus,C,2,F,3,Sim,1,534,6,Pública,-3.119,-60.0217
8450516576,São Paulo,B,1,A,0,Sim,1,504,2,Pública,-23.5505,-46.6333
6933997686,Manaus,D,3,D,2,Sim,1,599,6,Pública,-3.119,-60.0217
7228915808,Manaus,A,0,A,0,Não,0,482,0,Pública,-3.119,-60.0217
2347344653,Rio de Janeiro,E,4,F,3,Sim,1,798,8,Privada,-22.9068,-43.1729
8253385885,Belo Horizonte,C,2,F,3,Sim,1,574,6,Pública,-19.9167,-43.9345
8834010266,São Paulo,C,2,D,2,Sim,1,704,5,Privada,-23.5505,-46.6333
6919429246,Belo Horizonte,B,1,A,0,Sim,1,563,2,Pública,-19.9167,-43.9345
9963902580,Rio de Janeiro,B,1,A,0,Sim,1,371,2,Privada,-22.9068,-43.1729
1994710231,São Paulo,B,1,B,1,Não,0,375,2,Pública,-23.5505,-46.6333
6178847399,São Paulo,A,0,A,0,Sim,1,456,1,Pública,-23.5505,-46.6333
4765027728,Rio de Janeiro,C,2,F,3,Sim,1,572,6,Pública,-22.9068,-43.1729
8558385072,Manaus,C,2,D,2,Sim,1,575,5,Pública,-3.119,-60.0217
9824061547,Manaus,B,1,A,0,Sim,1,337,2,Pública,-3.119,-60.0217
9424796251,Fortaleza,B,1,A,0,Sim,1,444,2,Pública,-3.7319,-38.5267
9234399712,São Paulo,C,2,D,2,Sim,1,621,5,Pública,-23.5505,-46.6333
4644158518,São Paulo,D,3,D,2,Sim,1,677,6,Pública,-23.5505,-46.6333
7633986915,Rio de Janeiro,B,1,B,1,Sim,1,494,3,Pública,-22.9068,-43.1729
7800743623,São Paulo,B,1,B,1,Sim,1,490,3,Pública,-23.5505,-46.6333
7638713642,Manaus,D,3,F,3,Sim,1,628,7,Pública,-3.119,-60.0217
2699852185,São Paulo,C,2,F,3,Sim,1,536,6,Pública,-23.5505,-46.6333
4856688267,Fortaleza,D,3,F,3,Sim,1,613,7,Pública,-3.7319,-38.5267
9492369352,Rio de Janeiro,C,2,F,3,Sim,1,653,6,Privada,-22.9068,-43.1729
8969531391,Manaus,D,3,F,3,Sim,1,614,7,Pública,-3.119,-60.0217
4854292159,Rio de Janeiro,Q,5,G,4,Sim,1,761,10,Pública,-22.9068,-43.1729
6694373236,Belo Horizonte,B,1,B,1,Sim,1,412,3,Pública,-19.9167,-43.9345
8472675396,Fortaleza,A,0,A,0,Não,0,268,0,Privada,-3.7319,-38.5267
2230395333,Manaus,C,2,D,2,Sim,1,660,5,Pública,-3.119,-60.0217
6433482742,Rio de Janeiro,C,2,D,2,Sim,1,459,5,Pública,-22.9068,-43.1729
7580847137,Rio de Janeiro,Q,5,F,3,Sim,1,700,9,Pública,-22.9068,-43.1729
6009028492,Fortaleza,C,2,F,3,Sim,1,553,6,Pública,-3.7319,-38.5267
1533037074,Rio de Janeiro,B,1,A,0,Sim,1,466,2,Pública,-22.9068,-43.1729
3587585406,Rio de Janeiro,A,0,A,0,Sim,1,469,1,Privada,-22.9068,-43.1729
4126788835,Belo Horizonte,D,3,F,3,Sim,1,654,7,Privada,-19.9167,-43.9345
8515993841,Belo Horizonte,B,1,A,0,Sim,1,416,2,Pública,-19.9167,-43.9345
9301603494,Manaus,Q,5,G,4,Sim,1,710,10,Pública,-3.119,-60.0217
9765744573,São Paulo,B,1,B,1,Não,0,528,2,Privada,-23.5505,-46.6333
9956737801,Rio de Janeiro,A,0,B,1,Não,0,365,1,Pública,-22.9068,-43.1729
5616642487,Manaus,A,0,B,1,Sim,1,560,2,Pública,-3.119,-60.0217
8851099128,Belo Horizonte,B,1,B,1,Não,0,381,2,Pública,-19.9167,-43.9345
9783858239,Rio de Janeiro,D,3,F,3,Sim,1,625,7,Pública,-22.9068,-43.1729
2689045220,São Paulo,Q,5,F,3,Sim,1,725,9,Pública,-23.5505,-46.6333
6870354091,Rio de Janeiro,B,1,B,1,Não,0,415,2,Pública,-22.9068,-43.1729
7720077017,Manaus,B,1,A,0,Sim,1,482,2,Privada,-3.119,-60.0217
6024077519,São Paulo,A,0,B,1,Sim,1,541,2,Privada,-23.5505,-46.6333
9215416888,São Paulo,B,1,A,0,Não,0,361,1,Pública,-23.5505,-46.6333
7505768185,Manaus,A,0,B,1,Sim,1,473,2,Pública,-3.119,-60.0217
6914110540,Belo Horizonte,Q,5,G,4,Sim,1,763,10,Privada,-19.9167,-43.9345
8586403515,Manaus,B,1,B,1,Não,0,522,2,Privada,-3.119,-60.0217
1824442314,São Paulo,C,2,D,2,Sim,1,630,5,Pública,-23.5505,-46.6333
7331460160,Manaus,A,0,B,1,Sim,1,524,2,Privada,-3.119,-60.0217
2933924180,Belo Horizonte,B,1,A,0,Não,0,366,1,Privada,-19.9167,-43.9345
8598059708,Fortaleza,E,4,F,3,Sim,1,721,8,Pública,-3.7319,-38.5267
5442848664,Belo Horizonte,E,4,F,3,Sim,1,525,8,Pública,-19.9167,-43.9345
6097831649,Belo Horizonte,B,1,A,0,Não,0,471,1,Pública,-19.9167,-43.9345
6855775309,Manaus,C,2,F,3,Sim,1,597,6,Pública,-3.119,-60.0217
5434343594,Manaus,B,1,A,0,Sim,1,388,2,Pública,-3.119,-60.0217
6509435698,São Paulo,A,0,A,0,Não,0,379,0,Privada,-23.5505,-46.6333
4652887860,Rio de Janeiro,E,4,F,3,Sim,1,593,8,Pública,-22.9068,-43.1729
2401106422,Rio de Janeiro,D,3,D,2,Sim,1,661,6,Pública,-22.9068,-43.1729
9264846671,Manaus,C,2,F,3,Sim,1,484,6,Pública,-3.119,-60.0217
2717913967,Belo Horizonte,B,1,B,1,Não,0,603,2,Pública,-19.9167,-43.9345
5627754115,Rio de Janeiro,D,3,D,2,Sim,1,673,6,Privada,-22.9068,-43.1729
3970915287,São Paulo,B,1,A,0,Não,0,483,1,Pública,-23.5505,-46.6333
4080616315,Fortaleza,C,2,F,3,Sim,1,581,6,Pública,-3.7319,-38.5267
8254719856,Rio de Janeiro,C,2,D,2,Sim,1,548,5,Pública,-22.9068,-43.1729
1267168851,Manaus,C,2,F,3,Sim,1,607,6,Pública,-3.119,-60.0217
4684471116,Belo Horizonte,A,0,A,0,Sim,1,555,1,Pública,-19.9167,-43.9345
9630923000,Belo Horizonte,B,1,A,0,Sim,1,585,2,Pública,-19.9167,-43.9345
1769503180,Belo Horizonte,A,0,B,1,Sim,1,454,2,Pública,-19.9167,-43.9345
4289379869,Rio de Janeiro,D,3,F,3,Sim,1,558,7,Pública,-22.9068,-43.1729
7303812062,Manaus,A,0,A,0,Não,0,514,0,Pública,-3.119,-60.0217
7912775159,Fortaleza,B,1,B,1,Não,0,449,2,Pública,-3.7319,-38.5267
4839415168,São Paulo,C,2,D,2,Sim,1,604,5,Privada,-23.5505,-46.6333
9806862195,Belo Horizonte,Q,5,G,4,Sim,1,849,10,Pública,-19.9167,-43.9345
1613382775,Belo Horizonte,C,2,F,3,Sim,1,449,6,Pública,-19.9167,-43.9345
2684774114,São Paulo,B,1,A,0,Sim,1,434,2,Pública,-23.5505,-46.6333
3192409573,São Paulo,C,2,D,2,Sim,1,755,5,Pública,-23.5505,-46.6333
4481859393,Fortaleza,A,0,A,0,Sim,1,440,1,Pública,-3.7319,-38.5267
9342421818,Fortaleza,E,4,G,4,Sim,1,704,9,Pública,-3.7319,-38.5267
1915438404,Rio de Janeiro,D,3,D,2,Sim,1,611,6,Privada,-22.9068,-43.1729
1239259011,Rio de Janeiro,A,0,A,0,Sim,1,660,1,Pública,-22.9068,-43.1729
9548209720,São Paulo,B,1,B,1,Não,0,456,2,Pública,-23.5505,-46.6333
9648611094,Fortaleza,C,2,F,3,Sim,1,484,6,Pública,-3.7319,-38.5267
4478832203,Belo Horizonte,B,1,B,1,Não,0,365,2,Privada,-19.9167,-43.9345
6076922470,Belo Horizonte,A,0,A,0,Sim,1,227,1,Pública,-19.9167,-43.9345
3444723164,Fortaleza,C,2,D,2,Sim,1,657,5,Pública,-3.7319,-38.5267
8129617569,Rio de Janeiro,Q,5,F,3,Sim,1,669,9,Pública,-22.9068,-43.1729
3207421837,Fortaleza,A,0,A,0,Não,0,440,0,Pública,-3.7319,-38.5267
7554523882,Belo Horizonte,C,2,F,3,Sim,1,566,6,Pública,-19.9167,-43.9345
2518155776,Belo Horizonte,A,0,B,1,Sim,1,399,2,Privada,-19.9167,-43.9345
6624128869,São Paulo,B,1,A,0,Sim,1,466,2,Pública,-23.5505,-46.6333
8672236048,Rio de Janeiro,D,3,F,3,Sim,1,737,7,Pública,-22.9068,-43.1729
9970375670,Belo Horizonte,C,2,D,2,Sim,1,590,5,Pública,-19.9167,-43.9345
6993275809,Rio de Janeiro,D,3,D,2,Sim,1,609,6,Pública,-22.9068,-43.1729
2977098225,Belo Horizonte,D,3,F,3,Sim,1,641,7,Pública,-19.9167,-43.9345
3663888390,Rio de Janeiro,A,0,B,1,Sim,1,446,2,Pública,-22.9068,-43.1729
2164547123,Manaus,D,3,F,3,Sim,1,576,7,Pública,-3.119,-60.0217
9488816131,Rio de Janeiro,A,0,A,0,Não,0,350,0,Pública,-22.9068,-43.1729
1292218023,Fortaleza,D,3,D,2,Sim,1,539,6,Pública,-3.7319,-38.5267
8923630925,Belo Horizonte,C,2,F,3,Sim,1,718,6,Pública,-19.9167,-43.9345
5264659713,Manaus,A,0,B,1,Não,0,458,1,Pública,-3.119,-60.0217
3976069715,Belo Horizonte,A,0,B,1,Sim,1,451,2,Pública,-19.9167,-43.9345
2704197176,Manaus,A,0,A,0,Sim,1,493,1,Pública,-3.119,-60.0217
9113195846,Manaus,B,1,A,0,Sim,1,584,2,Pública,-3.119,-60.0217
7204628546,Manaus,D,3,F,3,Sim,1,452,7,Privada,-3.119,-60.0217
4726752138,São Paulo,B,1,A,0,Não,0,453,1,Privada,-23.5505,-46.6333
4583397724,Manaus,B,1,B,1,Não,0,587,2,Pública,-3.119,-60.0217
5661192053,São Paulo,C,2,D,2,Sim,1,609,5,Pública,-23.5505,-46.6333
5919951522,Manaus,E,4,F,3,Sim,1,977,8,Pública,-3.119,-60.0217
1554420966,Manaus,C,2,D,2,Sim,1,492,5,Pública,-3.119,-60.0217
5777708857,Manaus,C,2,D,2,Sim,1,506,5,Pública,-3.119,-60.0217
5050080214,Rio de Janeiro,E,4,G,4,Sim,1,774,9,Pública,-22.9068,-43.1729
7472514095,Belo Horizonte,C,2,F,3,Sim,1,635,6,Pública,-19.9167,-43.9345
6426912258,Manaus,Q,5,F,3,Sim,1,687,9,Pública,-3.119,-60.0217
5616918218,Manaus,E,4,G,4,Sim,1,791,9,Pública,-3.119,-60.0217
3208588222,Rio de Janeiro,A,0,A,0,Sim,1,500,1,Pública,-22.9068,-43.1729
4916230936,Fortaleza,D,3,D,2,Sim,1,651,6,Pública,-3.7319,-38.5267
5531626564,Fortaleza,B,1,B,1,Sim,1,579,3,Pública,-3.7319,-38.5267
5066819486,São Paulo,D,3,F,3,Sim,1,498,7,Pública,-23.5505,-46.6333
8137422724,Manaus,B,1,B,1,Não,0,543,2,Pública,-3.119,-60.0217
6613226238,Rio de Janeiro,C,2,F,3,Sim,1,537,6,Pública,-22.9068,-43.1729
2928602487,Fortaleza,B,1,A,0,Não,0,369,1,Pública,-3.7319,-38.5267
7754955069,Fortaleza,B,1,A,0,Sim,1,553,2,Pública,-3.7319,-38.5267
5732533268,Fortaleza,A,0,A,0,Sim,1,438,1,Pública,-3.7319,-38.5267
7176352286,Fortaleza,C,2,F,3,Sim,1,646,6,Pública,-3.7319,-38.5267
7017884708,São Paulo,B,1,B,1,Sim,1,639,3,Pública,-23.5505,-46.6333
6166215326,São Paulo,Q,5,G,4,Sim,1,686,10,Pública,-23.5505,-46.6333
4157782450,São Paulo,A,0,B,1,Sim,1,539,2,Privada,-23.5505,-46.6333
4835894313,São Paulo,D,3,F,3,Sim,1,563,7,Privada,-23.5505,-46.6333
4687659380,Fortaleza,D,3,D,2,Sim,1,517,6,Pública,-3.7319,-38.5267
6706167420,Fortaleza,Q,5,G,4,Sim,1,755,10,Pública,-3.7319,-38.5267
3135583123,Manaus,D,3,F,3,Sim,1,712,7,Pública,-3.119,-60.0217
1141785204,Belo Horizonte,C,2,D,2,Sim,1,616,5,Pública,-19.9167,-43.9345
7963114943,Fortaleza,C,2,F,3,Sim,1,573,6,Privada,-3.7319,-38.5267
8554747938,Belo Horizonte,A,0,A,0,Não,0,513,0,Pública,-19.9167,-43.9345
5304946250,Fortaleza,B,1,A,0,Sim,1,398,2,Pública,-3.7319,-38.5267
